document,term,w
82,presumed,2851
82,presumed,2851
82,presumption,4604
82,promised,295
82,public,298
82,racketeering,4605
82,racketeering,4605
82,regional,4024
82,rep,3452
82,returns,1578
82,richard,597
82,ronald,2073
82,series,2430
82,seven,950
82,simon,1875
82,simon,1875
82,simply,2516
82,six,1194
82,small,1381
82,son,2747
82,stanley,4606
82,stocks,2520
82,stole,4607
82,table,3393
82,tax,879
82,theft,4608
82,today,619
82,told,339
82,told,339
82,trial,3256
82,trial,3256
82,trial,3256
82,trial,3256
82,trials,3257
82,twice,3034
82,wedtech,4609
82,wedtech,4609
82,wedtech,4609
82,wilson,4610
82,wilson,4610
82,wire,4324
82,year,182
82,york,632
83,airport,3997
83,allowed,901
83,amid,487
83,angry,4611
83,appealing,4612
83,approached,4110
83,asylum,4613
83,asylum,4613
83,athletes,4614
83,athletes,4614
83,athletes,4614
83,background,4615
83,basis,3294
83,board,1236
83,bus,4261
83,calgary,4616
83,calgary,4616
83,calgary,4616
83,calgary,4616
83,calgary,4616
83,calgary,4616
83,calgary,4616
83,canada,4412
83,canadian,4617
83,case,365
83,cases,2619
83,center,3919
83,check,904
83,city,368
83,coach,4618
83,coach,4618
83,coach,4618
83,coach,4618
83,coach,4618
83,comment,209
83,communist,2192
83,competition,2931
83,countries,505
83,cup,4619
83,day,218
83,december,1244
83,decisions,1914
83,defect,4620
83,department,744
83,department,744
83,department,744
83,embassy,2840
83,examination,3598
83,family,46
83,federal,48
83,filed,1936
83,games,4621
83,games,4621
83,give,398
83,handle,4622
83,handling,243
83,hearing,1740
83,hes,645
83,identified,80
83,immigration,1037
83,immigration,1037
83,immigration,1037
83,immigration,1037
83,immigration,1037
83,immigration,1037
83,immigration,1037
83,known,1170
83,last,95
83,last,95
83,left,551
83,location,4623
83,made,261
83,man,263
83,man,263
83,manager,1757
83,mans,3680
83,media,3278
83,medical,1367
83,member,1047
83,met,2146
83,monday,423
83,monday,423
83,name,112
83,news,564
83,night,935
83,officers,117
83,officers,117
83,officers,117
83,officials,814
83,olympic,4624
83,olympic,4624
83,olympic,4624
83,olympic,4624
83,ottawa,4625
83,ottawa,4625
83,picked,1442
83,place,437
83,place,437
83,place,437
83,planned,284
83,pm,1773
83,police,126
83,police,126
83,police,126
83,political,286
83,possible,1977
83,protest,3761
83,really,2910
83,refugee,4626
83,refused,448
83,refused,448
83,refused,448
83,reportedly,4627
83,requested,3243
83,romanian,4628
83,romanian,4628
83,romanian,4628
83,romanian,4628
83,romanian,4628
83,romanias,4629
83,safe,2171
83,safety,2426
83,safety,2426
83,secret,316
83,security,452
83,security,452
83,sought,4630
83,sources,322
83,soviet,1805
83,speculation,2433
83,speed,2001
83,spokesman,160
83,spokesman,160
83,station,1809
83,status,2003
83,stay,458
83,superintendent,4631
83,taken,2012
83,taking,877
83,team,2748
83,team,2748
83,team,2748
83,th,169
83,th,169
83,three,171
83,trying,175
83,two,887
83,union,1008
83,university,1385
83,village,2819
83,wants,4321
83,wednesday,345
83,week,894
83,winter,1465
83,world,672
84,able,187
84,adding,1
84,animal,1829
84,animal,1829
84,animals,902
84,animals,902
84,animals,902
84,animals,902
84,animals,902
84,animals,902
84,animals,902
84,ap,4632
84,arriving,2024
84,based,1620
84,belonged,4633
84,breakin,4634
84,buffalo,4635
84,buffalo,4635
84,claimed,2827
84,closed,1853
84,determine,3508
84,determine,3508
84,effect,229
84,escape,4636
84,experiments,4637
84,experiments,4637
84,experiments,4637
84,five,530
84,found,59
84,got,643
84,group,242
84,hundreds,2682
84,indication,4638
84,leave,799
84,letting,4289
84,linda,4639
84,medical,1367
84,message,651
84,mice,4640
84,mice,4640
84,morning,108
84,new,563
84,notes,4641
84,ny,4642
84,officials,814
84,opened,1182
84,people,124
84,projects,2740
84,random,4643
84,release,135
84,released,847
84,released,847
84,research,3728
84,research,3728
84,researchers,4391
84,responsibility,1190
84,rights,2742
84,rights,2742
84,rooms,4644
84,rooms,4644
84,saturday,142
84,save,143
84,school,144
84,school,144
84,signs,3902
84,spokeswoman,866
84,state,868
84,strange,3960
84,trying,175
84,university,1385
84,university,1385
84,work,346
84,york,632
85,accounting,1614
85,administration,679
85,advanced,4645
85,agency,2188
85,agent,3207
85,agents,3208
85,ago,3
85,aimed,4646
85,air,483
85,allegations,3589
85,allegations,3589
85,alleging,4647
85,allows,3209
85,analyst,1884
85,animals,902
85,answer,4204
85,anthrax,4648
85,anthrax,4648
85,anthrax,4648
85,anthrax,4648
85,anthrax,4648
85,anthrax,4648
85,argument,4649
85,author,4164
85,autopsy,4650
85,b,4651
85,baltimore,490
85,bars,4652
85,batch,4653
85,batch,4653
85,believes,698
85,biological,3812
85,biological,3812
85,biological,3812
85,biological,3812
85,biological,3812
85,bolstered,1237
85,bone,3628
85,book,1860
85,cambridge,2725
85,came,206
85,came,206
85,candidate,984
85,carter,498
85,caused,1241
85,caused,1241
85,chemical,2363
85,chief,27
85,citizens,1023
85,citizens,1023
85,city,368
85,collected,1702
85,considered,2041
85,contaminated,4654
85,contaminated,4654
85,damage,2043
85,damage,2043
85,damage,2043
85,deadly,3055
85,deadly,3055
85,deaths,2248
85,declined,1245
85,defense,741
85,demanded,2882
85,denied,219
85,department,744
85,deputy,1025
85,despite,746
85,detailed,3029
85,died,39
85,died,39
85,disasters,4655
85,disclosure,750
85,disease,3062
85,disease,3062
85,done,1498
85,dr,4656
85,dr,4656
85,dr,4656
85,eating,3561
85,eight,1254
85,evidence,765
85,evidence,765
85,experiments,4637
85,explanation,4657
85,explanations,4658
85,exploded,2380
85,facility,2385
85,facility,2385
85,facts,4659
85,fed,1260
85,fit,4660
85,full,2935
85,gary,4661
85,government,241
85,health,1358
85,health,1358
85,health,1358
85,health,1358
85,heart,1525
85,hundreds,2682
85,hundreds,2682
85,ill,1530
85,indicating,3880
85,indications,3667
85,infectious,4662
85,infectious,4662
85,institute,4663
85,institute,4663
85,institute,4663
85,intelligence,790
85,international,792
85,issue,1221
85,james,1947
85,kind,2488
85,lab,1749
85,lab,1749
85,last,95
85,last,95
85,leaves,3636
85,lethal,4664
85,little,99
85,livestock,4446
85,long,101
85,longawaited,4665
85,lot,102
85,mass,2295
85,meal,4666
85,meat,4667
85,meat,4667
85,meat,4667
85,military,557
85,military,557
85,million,268
85,minister,269
85,ministry,271
85,moscow,2301
85,mountains,4018
85,mysterious,4668
85,n,2984
85,n,2984
85,naturally,4669
85,nine,1294
85,oberg,4670
85,oberg,4670
85,oberg,4670
85,observers,4671
85,occurs,4672
85,offered,274
85,officials,814
85,officials,814
85,officials,814
85,officials,814
85,open,4233
85,outbreak,2494
85,outbreak,2494
85,outbreak,2494
85,outbreak,2494
85,p,4673
85,pentagon,824
85,pentagons,4674
85,people,124
85,performed,1440
85,physicians,4675
85,possession,4094
85,pounds,2415
85,presented,2990
85,public,298
85,quantities,2214
85,questions,3613
85,questions,3613
85,questions,3613
85,recent,1663
85,recent,1663
85,relating,4676
85,relations,306
85,relations,306
85,released,847
85,remain,849
85,report,594
85,report,594
85,report,594
85,research,3728
85,research,3728
85,research,3728
85,research,3728
85,saying,314
85,secrecy,4677
85,severe,1380
85,show,1799
85,signed,1997
85,significant,3455
85,skeptical,4678
85,slide,4679
85,slides,4680
85,sort,4681
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviet,1805
85,soviets,2330
85,soviets,2330
85,soviets,2330
85,specialist,4682
85,state,868
85,stemmed,4683
85,suffered,1382
85,suffered,1382
85,superpowers,4684
85,sverdlovsk,4685
85,sverdlovsk,4685
85,sverdlovsk,4685
85,sverdlovsk,4685
85,system,962
85,take,329
85,telling,1599
85,telling,1599
85,training,2087
85,treaty,970
85,truth,2344
85,truth,2344
85,turn,3015
85,unanswered,4686
85,urged,2345
85,victims,1092
85,vladimir,4687
85,vladimir,4687
85,washington,893
85,weapons,2095
85,weapons,2095
85,weapons,2095
85,week,894
85,week,894
85,western,1016
85,work,346
85,years,184
86,abandoned,3810
86,acknowledged,188
86,acknowledged,188
86,activist,4688
86,agreed,2098
86,alleged,4587
86,american,485
86,angry,4611
86,appeals,4689
86,arrest,351
86,asked,194
86,asked,194
86,asked,194
86,asked,194
86,asked,194
86,asked,194
86,asking,690
86,attend,3649
86,attending,3042
86,badly,4690
86,barred,4691
86,barring,4692
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barry,2026
86,barrys,4693
86,barrys,4693
86,barrys,4693
86,bishop,4694
86,black,497
86,broke,1073
86,broke,1073
86,broke,1073
86,california,706
86,calls,1484
86,case,365
86,catholic,3735
86,charged,24
86,charges,25
86,charges,25
86,chief,27
86,church,29
86,citizen,4695
86,civil,3176
86,cocaine,4696
86,cocaine,4696
86,cocaine,4696
86,cocaine,4696
86,conceded,3050
86,conspiracy,4590
86,conversation,2876
86,count,2546
86,counts,4697
86,counts,4697
86,court,507
86,court,507
86,court,507
86,courtroom,4698
86,courtroom,4698
86,crack,4699
86,crossexamination,4700
86,day,218
86,days,379
86,decision,740
86,defense,741
86,defense,741
86,denied,219
86,denied,219
86,didnt,38
86,disruptive,2961
86,district,1026
86,drug,755
86,drug,755
86,drugs,4362
86,drugs,4362
86,drugs,4362
86,drugs,4362
86,drugs,4362
86,duties,4701
86,encounter,3929
86,evening,1505
86,evening,1505
86,fbi,3222
86,fbi,3222
86,fbi,3222
86,fbi,3222
86,fbis,3223
86,federal,48
86,felony,49
86,felt,1514
86,four,60
86,friday,61
86,friday,61
86,george,63
86,germany,2263
86,get,396
86,get,396
86,get,396
86,going,399
86,got,643
86,grand,4123
86,grand,4123
86,hell,4702
86,hotel,1528
86,i,79
86,i,79
86,i,79
86,i,79
86,i,79
86,immediately,1531
86,influence,2139
86,insisted,2283
86,insisting,3435
86,instructions,1745
86,intent,4703
86,interested,410
86,involved,922
86,islam,4704
86,jackson,543
86,jackson,543
86,jacksons,794
86,jailed,4705
86,jan,1038
86,judge,2402
86,jury,3230
86,jury,3230
86,just,87
86,kenneth,1650
86,knew,93
86,last,95
86,lawyer,1171
86,lawyer,1171
86,lawyer,1171
86,lawyer,1171
86,leader,1041
86,liberties,4706
86,like,97
86,like,97
86,listed,2898
86,looking,1541
86,louis,1542
86,lying,4707
86,mad,4708
86,mandate,4538
86,maria,4709
86,marion,4710
86,married,1180
86,mayor,1046
86,mayor,1046
86,mayor,1046
86,mayor,1046
86,mayor,1046
86,mayors,4711
86,mayors,4711
86,mccarthy,4712
86,mccarthy,4712
86,midway,4713
86,minister,269
86,misdemeanor,4714
86,misdemeanor,4714
86,model,2064
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,moore,559
86,motivated,4715
86,moved,426
86,mr,2574
86,mr,2574
86,mr,2574
86,mr,2574
86,mundy,4716
86,mundy,4716
86,mundy,4716
86,mundy,4716
86,mundy,4716
86,mundy,4716
86,mundy,4716
86,mundy,4716
86,nation,2903
86,nazi,2302
86,operation,2306
86,operation,2306
86,operation,2306
86,order,1969
86,overturn,4717
86,passes,4718
86,performing,434
86,perjury,4603
86,persuade,4719
86,persuade,4719
86,played,1125
86,possession,4094
86,possession,4094
86,possible,1977
86,potentially,4720
86,presence,1126
86,presiding,4721
86,priest,3760
86,primarily,2070
86,provided,2643
86,r,132
86,refusing,4722
86,regarding,4723
86,relationship,1872
86,repeatedly,4724
86,replied,1575
86,replied,1575
86,replied,1575
86,replied,1575
86,reporter,1576
86,reporters,852
86,return,1446
86,revenge,4564
86,roman,3764
86,romantic,4725
86,room,138
86,second,1447
86,secretly,4726
86,session,2175
86,sex,3343
86,situation,862
86,span,4727
86,starting,4245
86,stems,4728
86,sting,4729
86,sting,4729
86,suggested,2863
86,suggestion,4730
86,supporter,4731
86,tape,3623
86,testify,2340
86,think,335
86,thomas,4316
86,three,171
86,thursday,964
86,thursday,964
86,told,339
86,tonight,1456
86,trapped,4732
86,treated,1850
86,trial,3256
86,trial,3256
86,trial,3256
86,tried,468
86,ultimately,3016
86,understand,625
86,union,1008
86,vatican,4580
86,videotape,4733
86,videotaped,4734
86,wanted,473
86,wants,4321
86,washington,893
86,wasnt,475
86,witness,4735
86,witness,4735
86,woman,476
86,woman,476
86,woman,476
86,woman,476
86,working,478
87,agree,2439
87,ahead,1473
87,analysts,1885
87,anniversary,3550
87,attendant,4736
87,august,1215
87,august,1215
87,august,1215
87,average,1618
87,back,356
87,bank,491
87,billion,201
87,billion,201
87,board,1236
87,bond,3871
87,bond,3871
87,boost,983
87,brisk,1239
87,brokers,4737
87,budget,2449
87,business,703
87,business,703
87,capacity,1240
87,capacity,1240
87,closely,4738
87,commerce,4739
87,commerce,4739
87,concluded,1218
87,consecutive,1243
87,consumer,2456
87,cooperation,2877
87,council,2879
87,crash,4740
87,currencies,4741
87,currency,4742
87,current,1633
87,cuts,1912
87,day,218
87,deficit,2462
87,department,744
87,department,744
87,developments,1012
87,dollar,1248
87,dow,2466
87,driving,2626
87,eased,4743
87,economic,758
87,economic,758
87,economic,758
87,economy,1252
87,economy,1252
87,entirely,1721
87,factories,1258
87,falls,4003
87,fed,1260
87,federal,48
87,fell,2259
87,fell,2259
87,finished,3877
87,first,55
87,flaws,4744
87,friday,61
87,friday,61
87,fridays,4120
87,fundamental,2558
87,gain,1264
87,gain,1264
87,goods,1266
87,goods,1266
87,gotten,991
87,government,241
87,government,241
87,government,241
87,growth,2477
87,gulf,2478
87,harvard,2732
87,havent,3432
87,heat,4434
87,held,1034
87,increase,788
87,increase,788
87,increase,788
87,index,1272
87,industrial,1273
87,industrials,4745
87,inflation,1275
87,interest,1649
87,intervention,4746
87,inventories,3882
87,inventories,3882
87,investors,542
87,investors,542
87,japan,924
87,japanese,925
87,jones,2486
87,july,2487
87,july,2487
87,just,87
87,last,95
87,last,95
87,late,413
87,late,413
87,late,413
87,latest,648
87,layoffs,1953
87,lifted,4747
87,likely,1281
87,looking,1541
87,lower,1283
87,major,1177
87,major,1177
87,manufacturers,3888
87,market,1653
87,mines,1290
87,ministers,270
87,modest,2492
87,monday,423
87,monday,423
87,month,807
87,monthly,3889
87,months,933
87,nations,1654
87,nations,1654
87,new,563
87,new,563
87,ninth,4748
87,oil,276
87,opecs,4749
87,operating,815
87,order,1969
87,output,1297
87,pace,2495
87,percent,280
87,percent,280
87,percent,280
87,percent,280
87,percent,280
87,percent,280
87,percent,280
87,percentage,1054
87,point,285
87,pointing,4750
87,points,1300
87,policy,2313
87,president,292
87,price,1302
87,prices,583
87,prices,583
87,production,1305
87,publicity,4751
87,quotas,3240
87,rate,1307
87,rates,1308
87,report,594
87,report,594
87,report,594
87,report,594
87,reported,1089
87,reports,1224
87,reports,1224
87,reports,1224
87,reserve,1312
87,reserve,1312
87,review,1991
87,rising,2505
87,rose,1128
87,rose,1128
87,rose,1128
87,row,1193
87,sales,312
87,scheduled,2326
87,september,319
87,seven,950
87,shelves,4752
87,sign,1996
87,slight,3116
87,slowdown,4753
87,slowed,4754
87,sold,1677
87,stabilize,2519
87,state,868
87,steady,3905
87,steps,2004
87,stock,612
87,stock,612
87,stocks,2520
87,strain,3124
87,street,2592
87,summer,1067
87,supported,874
87,supported,874
87,take,329
87,th,169
87,time,338
87,totaled,4064
87,traders,2525
87,trading,3804
87,treasurys,4755
87,try,886
87,turn,3015
87,upbeat,4756
87,utilities,1330
87,utilities,1330
87,view,891
87,wall,176
87,watched,4757
87,wave,4472
87,wednesday,345
87,week,894
87,worries,2529
87,year,182
87,yen,979
87,yen,979
87,yield,1828
87,york,632
88,am,484
88,atlantic,11
88,billions,4758
88,caused,1241
88,center,3919
88,center,3919
88,center,3919
88,centered,4759
88,change,1624
88,course,3417
88,damage,2043
88,days,379
88,depression,512
88,direction,1920
88,dollars,4218
88,east,2254
88,edt,4426
88,expected,1723
88,expected,1723
88,first,55
88,followed,3031
88,formed,3790
88,four,60
88,gilbert,1863
88,gradually,4760
88,gusts,4761
88,hit,1268
88,hours,1741
88,hurricane,4762
88,hurricane,4762
88,hurricane,4762
88,hurricane,4762
88,hurricanes,4763
88,hurricanes,4763
88,islands,4764
88,joan,4765
88,joan,4765
88,joan,4765
88,june,2937
88,killed,91
88,last,95
88,late,413
88,lesser,3885
88,little,99
88,maintain,2846
88,maximum,4602
88,mexico,2205
88,midatlantic,4015
88,miles,1048
88,moving,4766
88,mph,2066
88,mph,2066
88,mph,2066
88,mph,2066
88,named,1965
88,national,560
88,north,1369
88,november,1295
88,people,124
88,reach,2071
88,runs,4767
88,satellite,4768
88,season,3729
88,season,3729
88,season,3729
88,speed,2001
88,spotted,4769
88,storm,2708
88,storm,2708
88,storm,2708
88,storms,4770
88,strength,1199
88,strengthened,4771
88,stronger,1324
88,sustained,4772
88,sustained,4772
88,system,962
88,th,169
88,threaten,4773
88,three,171
88,today,619
88,today,619
88,tropical,3864
88,tropical,3864
88,tropical,3864
88,tropical,3864
88,tuesday,623
88,two,887
88,upgraded,4774
88,week,894
88,west,628
88,winds,2715
88,winds,2715
88,winds,2715
89,analysts,1885
89,balance,4775
89,billion,201
89,billion,201
89,bonds,4776
89,broad,4777
89,business,703
89,commerce,4739
89,companies,3027
89,credit,1910
89,deficit,2462
89,department,744
89,economic,758
89,enthusiasm,4185
89,exceeded,4778
89,exports,2470
89,face,1837
89,february,388
89,fell,2259
89,figures,529
89,fresh,4779
89,government,241
89,growth,2477
89,held,1034
89,imports,919
89,improved,2280
89,increasing,2482
89,interest,1649
89,international,792
89,international,792
89,january,2485
89,latest,648
89,little,99
89,longterm,2789
89,loss,1754
89,market,1653
89,markets,1286
89,nations,1654
89,news,564
89,outlook,2986
89,output,1297
89,percent,280
89,percent,280
89,posted,3975
89,prices,583
89,profits,940
89,prospect,4780
89,range,4387
89,rates,1308
89,reading,3895
89,reported,1089
89,six,1194
89,stock,612
89,substantial,4781
89,time,338
89,today,619
89,touched,2341
89,trade,967
89,trade,967
89,value,973
89,worries,2529
89,years,184
89,yields,4782
90,accident,1017
90,accused,675
90,acquitted,4783
90,air,483
90,allowed,901
90,argued,4784
90,arguments,4785
90,ariz,4786
90,attack,3041
90,attitude,4787
90,attorney,197
90,back,356
90,bar,3591
90,battery,3775
90,battery,3775
90,begin,493
90,blacked,4788
90,blue,4789
90,cartoon,4790
90,case,365
90,characters,4165
90,charge,637
90,charge,637
90,charged,24
90,charges,25
90,christopher,4791
90,class,30
90,climbed,1242
90,cmdr,4792
90,cmdr,4792
90,combe,4793
90,combe,4793
90,combe,4793
90,combe,4793
90,combe,4793
90,commit,4794
90,conducted,214
90,conspiracy,4590
90,contended,4795
90,courtmartial,4796
90,courtmartial,4796
90,courtmartial,4796
90,courtmartial,4796
90,courtmartial,4796
90,d,4359
90,death,36
90,death,36
90,defense,741
90,defense,741
90,defense,741
90,died,39
90,dragged,3065
90,drill,4797
90,drowned,1076
90,earlier,227
90,emergency,761
90,exercise,1506
90,forced,390
90,four,60
90,granted,2393
90,head,2272
90,head,2272
90,heart,1525
90,heath,4798
90,hold,1359
90,holding,1526
90,ill,1530
90,immunity,4799
90,information,3032
90,instructor,3090
90,instructors,4800
90,instructors,4800
90,instructors,4800
90,introduction,2975
90,involuntary,4368
90,involving,923
90,jacksonville,4801
90,jr,4189
90,judge,2402
90,judge,2402
90,known,1170
90,larry,1117
90,last,95
90,last,95
90,last,95
90,lawyers,4802
90,lead,1537
90,lee,3320
90,like,97
90,listed,2898
90,lt,419
90,lt,419
90,manslaughter,4803
90,march,1959
90,march,1959
90,michael,998
90,military,557
90,mirecki,4804
90,mirecki,4804
90,mirecki,4804
90,motion,3323
90,motions,3944
90,naval,2904
90,navy,3100
90,navy,3100
90,navy,3100
90,nd,4452
90,officer,1181
90,officer,1181
90,officer,1181
90,opening,119
90,participating,4805
90,passed,652
90,petty,4806
90,pool,3386
90,pool,3386
90,pretrial,4807
90,princeton,2739
90,prohibit,2418
90,prosecution,4808
90,prosecutor,4130
90,punishment,4809
90,quit,4810
90,received,1445
90,recruit,3242
90,recruit,3242
90,recruit,3242
90,rejected,846
90,report,594
90,rescue,3194
90,robert,310
90,role,3690
90,ruled,2915
90,scheduled,2326
90,scheduled,2326
90,school,144
90,school,144
90,sept,2806
90,shouted,4811
90,showed,1587
90,skin,4812
90,station,1809
90,students,163
90,students,163
90,suffering,4813
90,swimming,4814
90,swimming,4814
90,swimming,4814
90,swimming,4814
90,testified,3254
90,testified,3254
90,testify,2340
90,testimony,3255
90,testimony,3255
90,testimony,3255
90,testimony,3255
90,thomas,4316
90,thursday,964
90,training,2087
90,tuesday,623
90,tuesday,623
90,turn,3015
90,two,887
90,unrelated,4815
90,victims,1092
90,vital,4816
90,voluntary,976
90,wanted,473
90,water,4099
90,water,4099
90,water,4099
90,week,894
90,week,894
90,wis,4476
90,witnesses,4138
90,year,182
91,abilities,4347
91,abilities,4347
91,academy,4817
91,advised,4818
91,answer,4204
91,asked,194
91,assist,4819
91,assisted,4820
91,away,355
91,back,356
91,backlog,4821
91,board,1236
91,board,1236
91,board,1236
91,bottom,4822
91,bronx,4589
91,builder,4823
91,building,21
91,buildings,4411
91,bureaucracy,1145
91,bureaucrats,2953
91,came,206
91,capacity,1240
91,carry,2874
91,central,711
91,chancellor,3818
91,change,1624
91,check,904
91,circular,4824
91,coalition,3821
91,coalition,3821
91,come,208
91,consist,4825
91,counter,2880
91,create,2957
91,creation,3782
91,creative,4826
91,daily,3984
91,debris,4827
91,decided,3363
91,departments,2463
91,developers,4828
91,development,221
91,development,221
91,director,2933
91,director,2933
91,dirt,3060
91,discontinued,4829
91,district,1026
91,districts,4421
91,ease,4363
91,easy,2255
91,education,1156
91,education,1156
91,education,1156
91,empire,4830
91,entire,1638
91,eventually,1929
91,eventually,1929
91,faced,4831
91,facilitate,2130
91,facing,4832
91,fernandez,4833
91,fernandez,4833
91,fill,4834
91,form,3314
91,form,3314
91,four,60
91,friction,4835
91,generating,4836
91,headquarters,1524
91,help,784
91,hundreds,2682
91,identified,80
91,institute,4663
91,institutes,4837
91,intellectual,4367
91,joseph,546
91,known,1170
91,last,95
91,last,95
91,leadership,1042
91,learning,4444
91,level,1172
91,light,1280
91,line,1282
91,lot,102
91,main,103
91,management,3234
91,memo,266
91,million,268
91,mission,1761
91,modest,2492
91,month,807
91,motion,3323
91,necessary,2985
91,needs,1966
91,new,563
91,new,563
91,news,564
91,news,564
91,office,433
91,office,433
91,office,433
91,official,275
91,oh,4838
91,paper,936
91,paperwork,4839
91,pay,2413
91,permission,4840
91,personal,1055
91,personnel,1975
91,piece,3104
91,priceless,582
91,principal,1980
91,priority,1056
91,professional,3335
91,professional,3335
91,proper,941
91,proposed,297
91,provide,841
91,public,298
91,question,2998
91,received,1445
91,red,2168
91,reminded,4841
91,repair,4842
91,request,136
91,requests,3689
91,resources,2590
91,running,140
91,school,144
91,school,144
91,school,144
91,school,144
91,schools,145
91,schools,145
91,schools,145
91,seconds,4843
91,seven,950
91,showed,1587
91,solution,3695
91,steps,2004
91,story,3123
91,student,162
91,students,163
91,support,1007
91,system,962
91,take,329
91,tape,3623
91,teachers,4844
91,teachers,4844
91,teachers,4844
91,teaching,3129
91,teams,4845
91,thats,332
91,titled,4846
91,told,339
91,top,466
91,training,2087
91,union,1008
91,urgent,3866
91,vehicles,2090
91,water,4099
91,wrote,3354
91,year,182
91,year,182
91,york,632
92,abuses,2718
92,afternoon,2653
92,answer,4204
92,answered,4847
92,asked,194
92,authentic,4848
92,authorities,13
92,batalla,4849
92,batalla,4849
92,batalla,4849
92,batalla,4849
92,batalla,4849
92,batalla,4849
92,batalla,4849
92,batalla,4849
92,believes,698
92,believes,698
92,believes,698
92,box,4850
92,buy,705
92,buy,705
92,called,363
92,called,363
92,calls,1484
92,carlos,4485
92,case,365
92,cathedral,4851
92,cathedral,4851
92,cinema,4852
92,city,368
92,city,368
92,claims,3501
92,common,4853
92,cordero,4854
92,cordero,4854
92,cordero,4854
92,cordero,4854
92,cordero,4854
92,cordero,4854
92,cordero,4854
92,cost,2113
92,customers,4419
92,de,1493
92,dont,42
92,doors,4855
92,eat,2673
92,eating,3561
92,event,1407
92,face,1837
92,founded,392
92,founded,392
92,friday,61
92,friday,61
92,gone,2476
92,hes,645
92,honest,1527
92,hunger,2781
92,illegal,918
92,independent,1648
92,interview,1533
92,interview,1533
92,keeping,2684
92,la,4011
92,legal,928
92,legalization,4856
92,legalization,4856
92,legalized,4857
92,limited,4290
92,line,1282
92,looking,1541
92,madrid,4858
92,meeting,106
92,members,997
92,metropolitan,4859
92,mexico,2205
92,mexico,2205
92,mexico,2205
92,miguel,3189
92,monday,423
92,movie,1866
92,national,560
92,office,433
92,office,433
92,offices,813
92,outlawed,4860
92,paid,1559
92,palace,4861
92,people,124
92,people,124
92,percent,280
92,percent,280
92,play,2737
92,police,126
92,popular,1183
92,popular,1183
92,premium,2939
92,premium,2939
92,president,292
92,president,292
92,press,293
92,press,293
92,price,1302
92,promote,4301
92,public,298
92,push,4461
92,reduce,1664
92,request,136
92,scalpers,4862
92,scalpers,4862
92,seen,2859
92,sell,318
92,service,1131
92,stand,3642
92,states,326
92,strike,2810
92,strongly,1066
92,taking,877
92,telephone,330
92,theater,1134
92,thin,4863
92,thought,337
92,three,171
92,ticket,1326
92,ticket,1326
92,ticket,1326
92,ticket,1326
92,ticket,1326
92,tickets,2523
92,tickets,2523
92,tickets,2523
92,told,339
92,try,886
92,tuesday,623
92,union,1008
92,union,1008
92,union,1008
92,union,1008
92,united,469
92,value,973
92,vigil,4864
92,wont,1466
92,working,478
93,adding,1
93,ahead,1473
93,animals,902
93,anyway,4865
93,approved,2869
93,beginning,2230
93,beverage,2446
93,bill,2756
93,bill,2756
93,bills,4866
93,bird,634
93,bird,634
93,block,4867
93,carolina,1342
93,carolinas,4868
93,cat,4869
93,come,208
93,dance,508
93,deer,4870
93,discussion,4871
93,disease,3062
93,dog,1835
93,end,913
93,enthusiastic,763
93,fellow,4872
93,fight,3430
93,fill,4834
93,finished,3877
93,fish,1937
93,flag,4273
93,flower,4873
93,fruit,4149
93,game,4516
93,get,396
93,go,240
93,go,240
93,house,785
93,house,785
93,ignored,3316
93,just,87
93,lawmaker,4874
93,legislation,3637
93,legislator,4875
93,lets,3377
93,list,2403
93,list,2403
93,make,262
93,make,262
93,measure,4450
93,measure,4450
93,members,997
93,mention,1547
93,money,424
93,official,275
93,official,275
93,ought,2579
93,pass,4876
93,praying,4877
93,proposal,2160
93,raced,2699
93,reaction,3952
93,recently,655
93,rep,3452
93,republican,1189
93,says,315
93,sea,4175
93,senate,859
93,shell,151
93,snake,4878
93,songs,4879
93,south,958
93,south,958
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,state,868
93,stone,4880
93,stone,4880
93,suggestion,4730
93,symbols,4881
93,take,329
93,thing,333
93,think,335
93,time,338
93,time,338
93,time,338
93,tree,1070
93,trying,175
93,turtle,4882
93,two,887
93,vegetables,4883
93,waste,2821
93,wednesday,345
93,wild,4475
93,woody,4884
94,aid,2100
94,aide,1137
94,allocate,4885
94,allocate,4885
94,allocated,4886
94,allocated,4886
94,appeared,8
94,approved,2869
94,approved,2869
94,arab,2019
94,arab,2019
94,areas,1692
94,asked,194
94,asked,194
94,associated,195
94,attempt,354
94,bank,491
94,bank,491
94,benjamin,4481
94,bloc,4887
94,bloody,2872
94,build,2759
94,came,206
94,captured,2236
94,caretaker,4888
94,claims,3501
94,committee,716
94,committee,716
